date,temperature,humidity,rainfall,wind_speed,pressure
2022-07-12,22.3,91,36.3,33.1,945.1
2022-07-13,22.5,90,21.3,33.6,942.6
2022-07-14,23.8,81,2.0,37.9,942.2
2022-07-15,25.0,77,0.7,33.6,944.6
2022-07-16,25.6,77,3.3,26.7,946.4
2022-07-17,24.2,87,13.6,21.7,946.8
2022-07-18,24.3,87,8.8,25.3,947.4
2022-07-19,25.5,77,1.3,25.1,948.7
2022-07-20,26.3,75,0.2,19.6,949.1
2022-07-21,25.6,78,0.4,19.8,949.2
2022-07-22,24.3,87,22.8,19.4,949.2
2022-07-23,23.6,90,16.2,22.3,947.9
2022-07-24,23.8,86,2.0,20.6,948.3
2022-07-25,24.1,86,13.1,16.6,949.7
2022-07-26,24.2,86,3.0,17.6,951.0
2022-07-27,25.1,83,2.3,8.4,950.9
2022-07-28,25.2,85,1.6,9.2,951.8
2022-07-29,25.6,84,2.3,9.4,951.3
2022-07-30,25.9,83,3.8,8.7,950.0
2022-07-31,26.1,84,0.5,9.7,948.3
2022-08-01,25.6,84,5.0,10.1,948.2
2022-08-02,25.8,84,6.2,10.9,947.2
2022-08-03,25.4,84,3.4,12.2,946.5
2022-08-04,25.3,86,7.3,12.5,946.4
2022-08-05,24.7,85,6.4,19.2,945.8
2022-08-06,24.9,83,20.2,24.9,944.8
2022-08-07,24.3,86,12.7,23.1,943.7
2022-08-08,22.9,92,22.7,26.1,942.5
2022-08-09,23.6,85,6.2,33.2,942.7
2022-08-10,25.1,74,0.3,36.9,942.8
2022-08-11,25.4,74,0.9,31.3,945.1
2022-08-12,25.8,73,0.5,28.8,947.4
2022-08-13,25.2,76,0.2,29.9,948.0
2022-08-14,23.8,84,7.0,27.4,948.6
2022-08-15,23.5,85,7.4,25.8,949.3
2022-08-16,25.1,77,0.0,19.3,950.4
2022-08-17,25.8,75,0.0,18.0,950.8
2022-08-18,26.1,75,0.1,19.8,950.0
2022-08-19,26.0,74,0.1,21.7,949.6
2022-08-20,25.6,76,0.9,25.1,948.9
2022-08-21,26.0,74,0.5,23.9,947.9
2022-08-22,25.4,75,0.2,26.7,947.4
2022-08-23,25.5,76,0.3,20.5,948.5
2022-08-24,26.0,76,1.6,18.2,950.6
2022-08-25,25.3,80,4.2,17.6,950.0
2022-08-26,25.8,76,1.0,11.7,949.5
2022-08-27,25.6,78,1.7,15.4,949.5
2022-08-28,26.0,76,0.6,15.1,949.3
2022-08-29,25.5,82,8.8,10.5,950.7
2022-08-30,25.7,81,0.7,13.5,951.4
2022-08-31,25.7,82,8.7,12.7,950.8
2022-09-01,25.4,84,7.2,13.5,950.8
2022-09-02,25.7,81,0.4,14.5,951.6
2022-09-03,26.7,79,2.6,9.6,951.0
2022-09-04,25.8,81,10.5,13.4,950.5
2022-09-05,25.6,83,2.5,14.8,950.3
2022-09-06,25.2,86,10.9,11.5,949.9
2022-09-07,25.0,86,19.5,11.8,949.7
2022-09-08,24.4,88,10.9,11.8,949.0
2022-09-09,24.4,89,24.5,9.4,948.5
2022-09-10,24.0,90,20.3,16.6,947.5
2022-09-11,23.5,90,9.2,21.3,945.8
2022-09-12,24.5,84,1.6,24.3,945.6
2022-09-13,25.3,78,0.5,26.6,948.3
2022-09-14,25.2,78,0.9,24.0,951.1
2022-09-15,25.2,77,0.2,23.8,951.8
2022-09-16,25.3,76,0.0,28.6,950.0
2022-09-17,25.3,78,0.3,20.6,950.1
2022-09-18,25.3,77,0.1,19.7,951.0
2022-09-19,25.2,75,3.2,19.8,950.5
2022-09-20,24.0,83,1.8,20.4,949.7
2022-09-21,24.9,79,0.8,20.8,949.7
2022-09-22,24.6,79,3.6,19.4,950.5
2022-09-23,24.3,76,0.8,16.9,951.3
2022-09-24,24.8,76,0.0,16.6,951.2
2022-09-25,24.9,78,0.7,11.6,950.7
2022-09-26,25.2,80,3.1,12.6,951.4
2022-09-27,25.2,83,2.2,11.4,950.4
2022-09-28,24.9,85,14.6,8.6,949.5
2022-09-29,24.0,89,25.5,12.0,949.3
2022-09-30,25.2,84,8.5,14.6,949.5
2022-10-01,25.0,80,1.3,14.6,949.7
2022-10-02,25.2,76,0.0,18.6,949.8
2022-10-03,25.8,69,0.1,18.9,949.8
2022-10-04,25.9,67,0.0,18.0,949.7
2022-10-05,24.5,81,10.9,12.8,949.4
2022-10-06,22.8,92,21.1,12.9,948.6
2022-10-07,24.3,82,2.3,14.1,949.8
2022-10-08,24.5,82,3.5,9.2,952.1
2022-10-09,24.1,87,2.6,14.8,952.6
2022-10-10,24.0,88,1.5,14.5,953.4
2022-10-11,24.4,85,3.2,15.3,953.1
2022-10-12,24.2,86,11.8,10.5,953.3
2022-10-13,24.3,86,3.8,8.0,953.2
2022-10-14,23.4,88,2.0,12.6,952.9
2022-10-15,23.6,88,5.0,15.5,951.9
2022-10-16,23.1,92,6.0,15.3,953.7
2022-10-17,24.6,84,2.0,12.2,955.1
2022-10-18,24.4,84,0.4,8.8,954.5
2022-10-19,24.3,83,1.1,10.0,953.8
2022-10-20,23.8,86,2.8,12.6,954.8
2022-10-21,24.2,78,0.0,13.7,956.1
2022-10-22,22.9,60,0.0,16.5,956.7
2022-10-23,22.0,58,0.0,22.1,955.0
2022-10-24,21.8,57,0.0,17.5,952.9
2022-10-25,21.6,64,0.0,9.8,953.5
2022-10-26,22.0,63,0.0,10.3,955.5
2022-10-27,22.3,65,0.0,9.3,955.7
2022-10-28,22.9,57,0.0,13.1,954.9
2022-10-29,22.7,48,0.0,16.3,955.0
2022-10-30,22.2,51,0.0,14.5,955.1
2022-10-31,21.9,58,0.0,12.8,954.7
2022-11-01,22.2,67,0.2,11.7,955.7
2022-11-02,22.7,75,0.0,11.3,954.9
2022-11-03,24.1,72,0.3,12.8,954.8
2022-11-04,24.1,76,0.6,10.8,956.1
2022-11-05,23.9,68,0.0,9.2,957.2
2022-11-06,23.1,62,0.0,10.6,957.5
2022-11-07,23.2,61,0.0,10.2,956.7
2022-11-08,23.1,60,0.0,9.3,956.3
2022-11-09,22.4,54,0.0,9.9,956.0
2022-11-10,22.9,52,0.0,11.8,956.3
2022-11-11,23.9,51,0.0,19.1,956.2
2022-11-12,23.9,53,0.0,14.9,956.5
2022-11-13,23.3,61,0.0,13.0,956.1
2022-11-14,23.1,65,0.0,10.3,956.4
2022-11-15,22.9,57,0.0,12.1,956.3
2022-11-16,21.7,53,0.0,9.8,955.0
2022-11-17,21.4,51,0.0,10.9,954.6
2022-11-18,22.0,48,0.0,16.5,955.0
2022-11-19,21.2,51,0.0,17.4,955.2
2022-11-20,20.4,52,0.0,11.4,953.9
2022-11-21,23.4,49,0.0,13.5,953.6
2022-11-22,25.0,56,0.0,16.0,953.9
2022-11-23,24.6,70,0.0,14.8,954.6
2022-11-24,24.3,75,0.8,10.8,954.8
2022-11-25,24.5,65,0.0,11.8,955.4
2022-11-26,23.8,54,0.0,10.2,954.4
2022-11-27,23.3,55,0.0,13.4,952.5
2022-11-28,22.8,54,0.0,10.5,953.0
2022-11-29,21.6,50,0.0,9.7,954.1
2022-11-30,21.2,56,0.0,8.9,955.2
2022-12-01,23.1,60,0.0,8.9,955.0
2022-12-02,23.8,70,0.0,9.7,954.6
2022-12-03,24.0,73,0.1,9.1,954.9
2022-12-04,24.0,70,0.0,9.0,955.6
2022-12-05,22.5,60,0.0,10.9,956.2
2022-12-06,22.1,54,0.0,12.5,955.3
2022-12-07,22.0,57,0.0,14.4,954.5
2022-12-08,20.7,52,0.0,16.0,953.8
2022-12-09,21.5,47,0.0,12.8,952.6
2022-12-10,22.2,70,3.8,19.2,952.3
2022-12-11,21.6,89,11.1,22.6,953.2
2022-12-12,22.5,85,1.3,19.2,954.1
2022-12-13,22.9,84,2.3,16.6,955.2
2022-12-14,23.0,79,0.0,14.0,955.8
2022-12-15,23.6,72,0.0,8.4,955.1
2022-12-16,24.2,69,0.0,8.9,954.4
2022-12-17,24.0,69,0.0,11.6,955.0
2022-12-18,22.5,60,0.0,12.0,954.7
2022-12-19,21.2,57,0.0,10.9,954.0
2022-12-20,21.6,62,0.0,10.9,953.7
2022-12-21,21.9,58,0.0,9.3,954.1
2022-12-22,22.1,54,0.0,10.8,953.8
2022-12-23,22.1,59,0.0,12.5,953.8
2022-12-24,21.8,56,0.0,10.8,954.7
2022-12-25,21.4,66,0.0,13.5,955.4
2022-12-26,23.0,78,0.3,15.1,956.9
2022-12-27,24.0,72,0.0,8.9,957.7
2022-12-28,24.8,66,0.0,9.0,958.1
2022-12-29,25.0,62,0.0,8.4,959.2
2022-12-30,24.7,60,0.0,8.3,959.9
2022-12-31,24.8,56,0.0,8.1,958.7
2023-01-01,24.1,58,0.0,9.2,958.2
2023-01-02,23.6,62,0.0,10.7,958.4
2023-01-03,22.9,67,0.0,8.4,958.6
2023-01-04,22.2,67,0.0,11.5,957.8
2023-01-05,21.7,76,0.9,12.5,959.0
2023-01-06,21.7,76,0.3,10.8,960.2
2023-01-07,21.0,64,0.0,12.9,959.3
2023-01-08,18.7,54,0.0,11.5,957.9
2023-01-09,18.7,52,0.0,10.2,958.5
2023-01-10,20.4,50,0.0,9.0,958.2
2023-01-11,20.3,55,0.0,10.8,956.1
2023-01-12,21.1,57,0.0,8.9,954.8
2023-01-13,21.6,58,0.0,8.7,955.2
2023-01-14,22.0,56,0.0,10.3,955.2
2023-01-15,22.1,59,0.0,10.3,954.6
2023-01-16,22.3,54,0.0,10.7,955.1
2023-01-17,21.7,49,0.0,10.6,955.6
2023-01-18,21.8,57,0.0,9.9,957.2
2023-01-19,21.8,59,0.0,10.8,957.5
2023-01-20,22.0,61,0.0,11.3,957.0
2023-01-21,21.7,59,0.0,9.5,956.7
2023-01-22,21.6,61,0.0,10.0,955.7
2023-01-23,21.7,66,0.0,13.7,955.2
2023-01-24,22.1,63,0.0,13.8,955.4
2023-01-25,21.6,62,0.0,15.3,955.3
2023-01-26,21.1,60,0.0,14.3,955.5
2023-01-27,21.8,55,0.0,12.2,955.9
2023-01-28,22.2,53,0.0,10.5,954.7
2023-01-29,22.4,56,0.0,16.1,953.9
2023-01-30,22.8,68,0.0,17.9,955.8
2023-01-31,23.3,60,0.0,11.2,955.5
2023-02-01,22.8,57,0.0,16.1,955.3
2023-02-02,22.6,48,0.0,16.9,955.9
2023-02-03,22.1,37,0.0,10.5,956.1
2023-02-04,22.8,43,0.0,11.5,955.0
2023-02-05,22.5,44,0.0,11.5,954.5
2023-02-06,23.1,49,0.0,10.5,954.4
2023-02-07,24.7,51,0.0,10.1,954.0
2023-02-08,24.8,53,0.0,10.5,954.6
2023-02-09,24.4,50,0.0,8.8,955.2
2023-02-10,24.9,38,0.0,11.8,956.1
2023-02-11,25.1,38,0.0,9.4,956.3
2023-02-12,25.4,36,0.0,12.9,956.9
2023-02-13,23.6,35,0.0,15.3,957.4
2023-02-14,22.6,34,0.0,11.6,956.6
2023-02-15,23.8,32,0.0,13.8,955.2
2023-02-16,24.8,31,0.0,18.1,955.4
2023-02-17,24.0,35,0.0,11.6,955.4
2023-02-18,24.4,41,0.0,9.7,955.6
2023-02-19,25.0,46,0.0,10.8,956.1
2023-02-20,25.2,47,0.0,9.5,955.9
2023-02-21,25.9,38,0.0,10.5,956.1
2023-02-22,26.2,36,0.0,10.0,955.4
2023-02-23,25.7,39,0.0,11.6,955.3
2023-02-24,26.5,35,0.0,11.2,956.3
2023-02-25,26.6,31,0.0,11.3,957.8
2023-02-26,26.1,31,0.0,11.7,958.6
2023-02-27,25.4,35,0.0,14.5,958.8
2023-02-28,25.7,35,0.0,15.4,958.9
2023-03-01,26.0,32,0.0,15.8,959.4
2023-03-02,25.7,30,0.0,14.2,959.4
2023-03-03,26.0,35,0.0,17.9,959.6
2023-03-04,27.0,29,0.0,13.7,959.9
2023-03-05,26.2,34,0.0,13.7,959.3
2023-03-06,26.5,33,0.0,14.9,957.3
2023-03-07,25.9,37,0.0,18.0,958.0
2023-03-08,26.2,40,0.0,11.2,957.4
2023-03-09,26.4,35,0.0,12.6,956.7
2023-03-10,26.6,36,0.0,11.2,956.3
2023-03-11,26.2,40,0.0,13.7,956.4
2023-03-12,26.4,39,0.0,15.6,956.3
2023-03-13,26.4,35,0.0,12.4,955.0
2023-03-14,27.1,26,0.0,13.1,953.2
2023-03-15,26.9,32,0.0,14.3,952.4
2023-03-16,24.3,69,9.7,15.1,953.9
2023-03-17,22.2,81,29.6,18.0,954.4
2023-03-18,21.7,86,17.6,14.8,952.8
2023-03-19,22.6,73,0.3,14.0,951.4
2023-03-20,23.3,67,0.0,9.4,950.8
2023-03-21,23.5,59,0.0,9.2,951.3
2023-03-22,24.7,58,0.0,12.3,951.9
2023-03-23,25.1,59,0.0,13.2,951.9
2023-03-24,25.9,62,0.0,9.2,952.4
2023-03-25,26.0,69,0.7,12.7,953.5
2023-03-26,26.6,65,0.0,11.4,952.8
2023-03-27,26.5,55,0.0,14.4,952.4
2023-03-28,27.2,53,0.0,11.6,952.2
2023-03-29,27.8,55,0.0,13.9,953.1
2023-03-30,28.4,49,0.0,13.7,952.0
2023-03-31,27.2,52,0.0,15.6,951.5
2023-04-01,27.1,52,0.0,14.8,951.9
2023-04-02,27.2,60,0.5,9.1,952.0
2023-04-03,27.9,54,0.0,12.3,951.6
2023-04-04,28.5,52,0.0,16.3,952.5
2023-04-05,28.6,52,0.0,9.0,952.5
2023-04-06,27.5,57,2.5,20.8,953.5
2023-04-07,26.9,62,1.5,20.4,955.1
2023-04-08,26.8,57,0.1,21.3,957.2
2023-04-09,28.0,47,0.0,11.9,957.0
2023-04-10,28.2,38,0.0,10.1,955.4
2023-04-11,28.9,39,0.0,11.2,955.2
2023-04-12,29.8,38,0.0,10.6,954.6
2023-04-13,30.6,37,0.0,10.7,954.2
2023-04-14,30.5,41,0.0,19.4,954.1
2023-04-15,29.7,41,0.0,19.2,954.1
2023-04-16,30.1,41,0.0,10.2,952.4
2023-04-17,30.7,38,0.0,10.0,952.5
2023-04-18,31.1,31,0.0,12.7,953.4
2023-04-19,30.6,35,0.0,11.3,951.4
2023-04-20,31.0,34,0.0,16.4,949.4
2023-04-21,28.8,47,1.6,13.5,950.2
2023-04-22,28.9,51,0.0,11.1,949.3
2023-04-23,28.7,50,0.0,19.5,949.6
2023-04-24,28.0,65,4.2,15.3,951.8
2023-04-25,27.6,68,16.2,20.4,952.7
2023-04-26,26.6,68,2.5,13.8,952.4
2023-04-27,25.6,74,17.3,25.1,952.8
2023-04-28,26.8,68,0.5,11.9,953.4
2023-04-29,25.6,74,19.4,20.6,952.8
2023-04-30,24.7,79,17.7,18.1,951.1
2023-05-01,24.4,80,9.9,14.8,951.1
2023-05-02,24.9,80,7.0,16.2,951.8
2023-05-03,25.8,75,1.0,13.3,952.7
2023-05-04,26.3,74,0.2,10.7,952.0
2023-05-05,25.1,78,8.7,15.5,951.3
2023-05-06,26.8,72,1.8,10.7,950.7
2023-05-07,28.1,68,0.0,16.0,950.7
2023-05-08,28.5,66,0.0,10.8,950.3
2023-05-09,27.3,77,4.3,15.5,951.1
2023-05-10,27.7,78,15.3,12.2,950.4
2023-05-11,29.3,60,0.2,16.6,950.9
2023-05-12,29.6,49,0.0,12.8,950.2
2023-05-13,29.8,45,0.0,18.2,949.6
2023-05-14,30.2,40,0.0,25.2,948.6
2023-05-15,30.4,42,0.0,22.1,949.8
2023-05-16,29.6,43,0.0,19.4,951.5
2023-05-17,29.4,46,0.0,17.3,952.3
2023-05-18,30.4,44,0.0,10.1,952.9
2023-05-19,31.4,42,0.0,14.8,951.9
2023-05-20,30.3,51,0.1,22.2,951.4
2023-05-21,30.6,49,0.0,15.7,952.1
2023-05-22,29.1,56,15.1,14.7,953.3
2023-05-23,30.3,47,0.0,9.7,953.4
2023-05-24,30.3,51,3.4,18.6,952.4
2023-05-25,30.3,52,1.0,20.8,952.4
2023-05-26,30.4,46,0.0,19.5,952.9
2023-05-27,30.2,44,0.0,18.5,951.5
2023-05-28,30.7,44,0.0,17.6,951.0
2023-05-29,29.8,52,9.0,21.0,951.5
2023-05-30,28.3,62,11.0,19.8,952.2
2023-05-31,31.0,50,0.0,16.6,951.2
2023-06-01,31.1,43,0.0,15.9,950.1
2023-06-02,31.5,39,0.0,20.2,950.3
2023-06-03,31.4,40,0.0,16.1,950.1
2023-06-04,28.1,63,6.3,23.4,950.1
2023-06-05,29.3,57,0.0,18.8,949.6
2023-06-06,29.6,56,1.9,26.7,949.1
2023-06-07,31.2,49,0.1,19.6,949.2
2023-06-08,31.2,49,0.0,24.1,949.4
2023-06-09,31.1,51,0.0,21.2,947.9
2023-06-10,31.0,51,0.3,22.3,947.9
2023-06-11,30.3,55,0.0,20.1,948.2
2023-06-12,30.6,52,0.0,21.1,947.9
2023-06-13,31.1,45,0.0,22.0,948.5
2023-06-14,31.2,46,0.0,23.4,949.9
2023-06-15,31.1,46,0.0,21.8,950.2
2023-06-16,31.5,42,0.0,19.7,949.3
2023-06-17,31.4,47,0.0,24.6,949.5
2023-06-18,31.6,46,0.0,21.9,949.2
2023-06-19,31.4,48,0.1,19.6,948.1
2023-06-20,31.0,51,0.4,18.8,947.4
2023-06-21,29.5,60,9.3,21.7,948.1
2023-06-22,27.7,72,4.7,18.4,948.7
2023-06-23,27.1,72,11.2,19.8,948.6
2023-06-24,25.8,81,16.5,20.2,947.9
2023-06-25,26.5,76,3.9,22.8,947.4
2023-06-26,25.7,82,3.1,23.8,948.3
2023-06-27,27.0,71,1.0,25.3,948.3
2023-06-28,27.0,72,1.6,21.7,949.6
2023-06-29,27.6,67,0.1,24.5,949.9
2023-06-30,27.7,66,0.3,28.1,949.7
2023-07-01,28.5,64,0.3,23.4,950.1
2023-07-02,28.2,67,0.8,22.4,949.4
2023-07-03,27.7,72,1.9,23.4,948.0
2023-07-04,28.3,69,0.2,20.6,945.9
2023-07-05,26.6,77,3.3,19.5,944.6
2023-07-06,24.9,85,10.9,22.4,946.5
2023-07-07,26.3,74,2.9,27.1,948.4
2023-07-08,26.3,75,0.8,24.1,949.7
2023-07-09,26.8,74,1.2,20.9,950.1
2023-07-10,27.0,69,0.1,21.3,949.9
2023-07-11,26.2,71,0.0,21.1,949.6
2023-07-12,26.5,72,1.8,19.2,948.7
2023-07-13,27.0,73,0.7,17.1,948.7
2023-07-14,26.7,76,1.4,16.9,949.7
2023-07-15,26.6,72,0.9,23.5,949.9
2023-07-16,25.1,82,7.0,17.9,949.2
2023-07-17,24.9,82,6.4,27.7,948.0
2023-07-18,23.7,88,29.1,27.8,946.3
2023-07-19,23.7,88,28.8,32.4,944.3
2023-07-20,23.1,92,28.9,27.0,944.6
2023-07-21,24.4,86,17.8,31.4,946.1
2023-07-22,24.8,84,4.0,26.5,947.2
2023-07-23,24.7,85,17.4,23.5,947.8
2023-07-24,24.6,87,9.9,25.6,947.5
2023-07-25,24.3,87,16.1,27.7,947.5
2023-07-26,24.1,87,23.8,26.4,947.8
2023-07-27,23.1,90,82.7,30.1,947.5
2023-07-28,25.3,79,0.8,33.5,948.4
2023-07-29,25.7,78,0.8,27.0,949.2
2023-07-30,25.8,77,2.9,27.9,949.1
2023-07-31,25.6,79,1.1,24.0,948.9
2023-08-01,25.9,78,1.6,28.6,948.6
2023-08-02,25.8,75,0.2,30.3,949.0
2023-08-03,25.7,75,0.7,31.0,948.8
2023-08-04,26.0,76,1.7,27.4,950.6
2023-08-05,26.3,74,0.4,25.7,952.3
2023-08-06,26.3,73,0.4,25.8,951.4
2023-08-07,26.1,72,0.3,25.9,949.9
2023-08-08,26.1,72,0.0,21.5,950.4
2023-08-09,26.4,76,0.4,17.9,952.2
2023-08-10,26.6,75,0.7,16.5,952.6
2023-08-11,26.8,74,0.3,14.5,951.9
2023-08-12,26.8,70,0.1,18.6,951.4
2023-08-13,26.8,68,0.0,17.7,950.7
2023-08-14,26.7,70,0.1,17.6,951.3
2023-08-15,26.2,72,3.8,15.0,951.7
2023-08-16,26.1,72,3.8,17.6,951.6
2023-08-17,26.3,71,0.9,18.3,950.9
2023-08-18,25.1,76,3.3,20.0,949.4
2023-08-19,24.2,85,5.2,26.3,948.5
2023-08-20,25.4,80,1.4,20.0,949.1
2023-08-21,26.0,75,0.0,17.6,949.6
2023-08-22,26.0,78,2.0,14.2,949.8
2023-08-23,26.6,74,0.0,17.4,949.8
2023-08-24,26.8,67,0.3,17.5,949.5
2023-08-25,26.9,72,4.4,16.6,949.9
2023-08-26,26.3,77,0.7,18.8,951.0
2023-08-27,26.9,72,0.0,18.7,951.4
2023-08-28,26.3,73,0.6,19.5,951.0
2023-08-29,25.9,78,0.5,15.1,950.8
2023-08-30,26.4,72,0.1,14.3,951.1
2023-08-31,27.0,69,0.0,15.0,951.2
2023-09-01,26.7,76,8.9,12.6,951.3
2023-09-02,26.5,80,23.3,19.8,950.6
2023-09-03,24.8,89,27.9,18.1,949.1
2023-09-04,23.5,94,30.0,18.8,947.3
2023-09-05,23.5,91,27.0,22.0,946.4
2023-09-06,25.0,84,9.7,22.2,947.0
2023-09-07,25.3,81,1.7,26.3,947.5
2023-09-08,25.3,80,8.5,27.8,948.3
2023-09-09,25.4,82,3.3,25.4,948.2
2023-09-10,25.2,85,14.1,23.4,948.0
2023-09-11,25.9,79,0.0,22.1,948.6
2023-09-12,25.7,79,0.2,20.8,949.2
2023-09-13,25.8,75,0.2,18.0,949.2
2023-09-14,25.6,77,0.1,20.8,949.0
2023-09-15,26.1,71,0.1,21.7,948.9
2023-09-16,26.0,76,1.1,23.0,949.5
2023-09-17,25.9,76,0.1,20.5,949.5
2023-09-18,26.5,73,0.7,16.3,949.6
2023-09-19,26.7,73,0.0,17.3,950.9
2023-09-20,26.6,75,3.2,19.3,951.1
2023-09-21,25.6,84,3.8,14.0,951.2
2023-09-22,25.1,86,1.9,15.2,951.2
2023-09-23,25.4,85,8.2,13.0,951.5
2023-09-24,24.9,87,3.1,15.7,951.1
2023-09-25,24.8,86,3.3,16.6,950.3
2023-09-26,25.4,84,7.7,10.5,950.0
2023-09-27,25.6,87,5.7,8.9,950.1
2023-09-28,25.6,86,17.0,11.0,949.8
2023-09-29,25.4,86,30.9,12.4,949.9
2023-09-30,25.5,83,1.9,16.9,950.1
2023-10-01,25.6,82,6.9,17.5,949.5
2023-10-02,26.2,79,0.8,15.3,949.7
2023-10-03,27.0,73,0.0,17.7,951.2
2023-10-04,26.8,63,0.0,13.4,952.4
2023-10-05,25.7,60,0.0,13.7,952.2
2023-10-06,25.3,63,0.0,17.3,951.5
2023-10-07,25.8,61,0.0,14.8,952.1
2023-10-08,26.0,63,0.0,10.0,953.5
2023-10-09,26.6,66,0.0,14.3,954.7
2023-10-10,25.9,72,24.6,12.2,954.8
2023-10-11,26.6,65,0.0,13.9,954.3
2023-10-12,26.7,59,0.0,11.8,955.4
2023-10-13,26.6,60,0.0,11.2,956.3
2023-10-14,26.9,60,0.0,11.3,956.1
2023-10-15,26.7,60,0.0,10.3,954.5
2023-10-16,26.6,62,0.8,9.8,954.6
2023-10-17,26.4,62,0.2,9.7,955.7
2023-10-18,26.1,62,0.1,11.9,956.2
2023-10-19,26.3,61,0.0,16.2,956.1
2023-10-20,26.4,59,0.0,12.4,956.2
2023-10-21,25.7,62,0.0,12.2,956.6
2023-10-22,25.2,49,0.0,18.9,956.6
2023-10-23,24.3,50,0.0,16.9,955.1
2023-10-24,23.7,52,0.0,16.3,955.0
2023-10-25,23.9,51,0.0,14.9,956.4
2023-10-26,23.6,49,0.0,15.8,956.6
2023-10-27,23.9,44,0.0,17.6,955.4
2023-10-28,24.4,56,0.1,14.0,955.5
2023-10-29,25.1,74,1.8,10.4,955.6
2023-10-30,24.5,77,0.3,12.2,955.5
2023-10-31,24.8,70,0.0,11.8,955.9
2023-11-01,24.8,68,0.0,8.9,956.2
2023-11-02,24.5,75,4.5,18.4,955.5
2023-11-03,24.7,81,1.9,11.8,954.2
2023-11-04,25.0,77,1.7,12.7,954.2
2023-11-05,25.0,74,0.0,12.8,955.3
2023-11-06,24.5,82,6.5,13.8,956.6
2023-11-07,24.0,83,8.3,14.2,956.5
2023-11-08,24.1,86,9.0,11.2,956.3
2023-11-09,24.3,75,0.0,11.3,956.7
2023-11-10,24.5,69,0.0,11.1,957.7
2023-11-11,24.2,65,0.0,10.5,958.1
2023-11-12,24.8,64,0.0,11.8,958.0
2023-11-13,24.4,64,0.0,9.4,957.4
2023-11-14,24.2,68,0.0,9.7,956.8
2023-11-15,23.8,64,0.0,11.3,956.1
2023-11-16,23.6,59,0.0,10.7,956.0
2023-11-17,23.6,64,0.0,9.6,956.1
2023-11-18,24.0,70,0.0,10.7,956.2
2023-11-19,24.0,70,0.0,13.4,956.6
2023-11-20,24.0,64,0.0,10.7,956.4
2023-11-21,24.2,74,0.9,12.9,956.1
2023-11-22,24.2,79,0.9,11.6,955.4
2023-11-23,23.3,86,1.2,17.7,954.7
2023-11-24,23.0,86,7.2,16.4,955.0
2023-11-25,23.6,78,0.0,17.1,956.7
2023-11-26,23.9,77,0.2,16.0,957.1
2023-11-27,23.9,72,0.0,13.8,955.8
2023-11-28,23.5,78,5.9,14.1,954.7
2023-11-29,23.9,71,0.8,15.5,955.4
2023-11-30,24.1,73,0.0,15.6,955.9
2023-12-01,23.4,66,0.0,14.4,955.2
2023-12-02,23.7,65,0.0,14.8,954.4
2023-12-03,24.5,66,0.0,16.5,954.5
2023-12-04,23.8,71,1.0,18.2,953.1
2023-12-05,22.2,86,6.2,24.2,951.1
2023-12-06,22.7,81,3.1,17.7,952.3
2023-12-07,22.3,82,0.0,11.4,954.2
2023-12-08,22.2,75,0.0,11.3,955.2
2023-12-09,22.7,70,0.0,9.0,956.5
2023-12-10,22.1,63,0.0,10.5,955.6
2023-12-11,21.5,63,0.0,10.1,955.9
2023-12-12,21.2,64,0.0,9.7,955.0
2023-12-13,21.2,66,0.0,11.2,955.8
2023-12-14,20.7,67,0.0,12.0,957.3
2023-12-15,21.3,68,0.0,9.9,957.8
2023-12-16,22.1,75,0.0,10.3,957.1
2023-12-17,22.5,64,0.0,15.3,956.9
2023-12-18,21.6,58,0.0,14.2,957.7
2023-12-19,21.2,58,0.0,12.0,958.3
2023-12-20,20.5,56,0.0,10.1,958.0
2023-12-21,20.4,56,0.0,9.4,957.1
2023-12-22,20.5,61,0.0,10.1,957.0
2023-12-23,21.3,66,0.0,13.0,957.9
2023-12-24,21.2,69,0.0,11.3,959.4
2023-12-25,21.3,74,0.0,9.7,958.9
2023-12-26,21.6,68,0.0,8.9,958.6
2023-12-27,21.7,67,0.0,10.9,959.2
2023-12-28,21.3,73,0.0,12.4,958.0
2023-12-29,20.7,73,0.0,11.8,958.0
2023-12-30,21.2,67,0.0,10.8,957.4
2023-12-31,20.8,70,0.0,10.0,956.7
2024-01-01,21.0,72,0.0,11.4,957.0
2024-01-02,20.5,74,0.0,12.1,956.3
2024-01-03,21.5,70,0.0,14.7,956.0
2024-01-04,21.9,70,0.0,16.6,956.0
2024-01-05,21.3,68,0.0,15.6,956.0
2024-01-06,21.2,70,0.0,18.1,956.3
2024-01-07,21.0,71,0.0,17.1,957.1
2024-01-08,21.6,66,0.0,18.5,957.6
2024-01-09,22.0,62,0.0,19.4,957.6
2024-01-10,21.8,69,0.5,11.4,957.3
2024-01-11,23.2,63,0.0,11.0,957.5
2024-01-12,23.5,65,0.0,10.0,957.0
2024-01-13,23.4,69,0.0,9.4,957.3
2024-01-14,23.6,60,0.0,8.4,956.5
2024-01-15,23.5,58,0.0,9.0,955.8
2024-01-16,23.7,63,0.0,11.3,954.4
2024-01-17,23.6,63,0.0,14.0,954.1
2024-01-18,22.8,62,0.0,12.7,955.0
2024-01-19,23.8,60,0.0,13.9,955.3
2024-01-20,23.5,61,0.0,14.0,956.2
2024-01-21,23.9,60,0.0,13.4,956.2
