date,temperature,humidity,rainfall,wind_speed,pressure
2021-03-24,28.4,45,0.0,13.1,955.2
2021-03-25,28.8,38,0.0,10.2,953.9
2021-03-26,29.3,37,0.0,12.1,953.3
2021-03-27,29.5,36,0.0,14.5,952.7
2021-03-28,29.3,34,0.0,9.7,951.9
2021-03-29,29.9,34,0.0,11.1,951.4
2021-03-30,30.3,30,0.0,19.3,950.0
2021-03-31,29.6,26,0.0,16.9,948.6
2021-04-01,29.2,30,0.0,18.1,948.2
2021-04-02,29.5,30,0.0,17.9,949.0
2021-04-03,30.3,31,0.0,8.5,949.6
2021-04-04,29.5,35,0.0,11.3,951.6
2021-04-05,29.1,41,0.0,14.2,952.8
2021-04-06,29.7,42,0.0,14.9,953.1
2021-04-07,29.5,43,0.0,9.6,953.6
2021-04-08,29.9,39,0.0,15.6,952.0
2021-04-09,29.5,44,0.0,13.4,952.0
2021-04-10,29.5,45,0.0,14.4,953.7
2021-04-11,28.8,50,0.0,11.5,955.0
2021-04-12,28.3,54,0.1,14.6,955.6
2021-04-13,27.9,60,2.9,13.9,954.8
2021-04-14,25.9,66,1.8,9.4,954.3
2021-04-15,27.2,55,0.0,10.6,953.5
2021-04-16,28.1,50,0.0,11.9,952.7
2021-04-17,28.7,49,0.0,12.3,953.6
2021-04-18,29.3,45,0.0,8.9,954.1
2021-04-19,29.7,44,0.0,11.8,952.1
2021-04-20,29.8,45,0.0,10.4,951.3
2021-04-21,29.3,53,0.1,14.4,952.7
2021-04-22,29.0,58,0.0,8.7,953.4
2021-04-23,29.3,55,0.0,10.6,953.3
2021-04-24,29.4,48,0.0,11.5,952.6
2021-04-25,29.8,45,0.0,12.6,952.4
2021-04-26,29.8,43,0.0,10.7,952.1
2021-04-27,29.8,44,0.0,11.0,952.8
2021-04-28,29.8,42,0.0,15.5,953.0
2021-04-29,29.4,47,0.0,16.6,952.5
2021-04-30,29.6,47,0.0,11.5,952.1
2021-05-01,29.5,47,0.0,13.6,952.1
2021-05-02,29.0,49,0.0,10.3,952.4
2021-05-03,28.5,55,0.0,9.8,952.1
2021-05-04,28.9,56,0.0,6.1,951.7
2021-05-05,29.6,53,0.0,12.7,951.6
2021-05-06,29.9,51,0.0,15.8,952.7
2021-05-07,29.4,57,0.0,13.8,953.3
2021-05-08,29.6,55,0.0,10.2,952.6
2021-05-09,29.9,54,0.1,11.0,951.2
2021-05-10,30.2,56,0.1,8.8,950.9
2021-05-11,30.3,57,0.9,10.1,950.4
2021-05-12,31.0,52,0.0,12.0,949.0
2021-05-13,31.1,48,0.1,15.3,948.8
2021-05-14,30.0,58,0.4,21.5,948.4
2021-05-15,28.7,68,0.7,27.2,947.7
2021-05-16,26.9,77,11.3,22.8,948.6
2021-05-17,28.2,70,0.7,15.2,949.8
2021-05-18,29.0,64,2.2,16.7,950.1
2021-05-19,29.9,57,0.1,17.3,949.5
2021-05-20,29.1,62,0.3,17.4,949.7
2021-05-21,30.0,53,0.0,14.0,949.6
2021-05-22,29.8,53,0.0,17.6,948.9
2021-05-23,31.2,45,0.0,18.5,949.1
2021-05-24,31.2,45,0.0,21.9,949.3
2021-05-25,31.1,38,0.0,20.7,947.2
2021-05-26,31.2,37,0.0,25.6,945.8
2021-05-27,30.4,43,0.0,24.4,947.3
2021-05-28,29.8,55,0.5,21.3,949.1
2021-05-29,30.1,57,0.2,17.5,949.9
2021-05-30,30.2,56,0.0,17.4,949.9
2021-05-31,30.4,56,1.2,16.8,948.5
2021-06-01,29.7,62,1.3,14.8,949.3
2021-06-02,27.4,76,12.4,12.4,950.1
2021-06-03,26.1,82,2.5,10.0,951.4
2021-06-04,26.7,74,0.0,9.4,952.0
2021-06-05,27.4,73,1.9,15.0,951.0
2021-06-06,27.2,73,2.1,10.5,951.0
2021-06-07,27.8,67,2.1,16.2,950.7
2021-06-08,28.7,58,1.3,17.8,949.5
2021-06-09,26.8,72,3.8,22.4,948.2
2021-06-10,27.0,68,0.3,28.1,947.3
2021-06-11,25.6,73,2.2,28.7,947.0
2021-06-12,27.2,69,1.2,30.0,946.5
2021-06-13,26.8,74,2.2,24.6,946.0
2021-06-14,26.0,78,10.3,22.9,945.8
2021-06-15,26.8,72,1.0,23.5,945.5
2021-06-16,25.4,78,2.9,27.3,946.9
2021-06-17,25.2,78,3.4,26.8,947.7
2021-06-18,26.0,73,0.7,25.4,948.9
2021-06-19,25.6,73,0.8,27.9,950.5
2021-06-20,26.9,65,0.0,29.5,950.9
2021-06-21,27.6,61,0.0,20.6,950.5
2021-06-22,28.6,57,0.0,18.1,949.7
2021-06-23,27.8,63,0.3,16.2,949.6
2021-06-24,25.2,75,3.7,20.6,950.1
2021-06-25,26.2,72,0.2,25.2,948.8
2021-06-26,27.0,69,1.6,21.1,948.4
2021-06-27,24.6,84,8.2,19.9,949.7
2021-06-28,26.4,76,2.3,13.5,949.6
2021-06-29,28.3,64,0.0,12.2,949.7
2021-06-30,29.1,62,0.1,16.6,949.4
2021-07-01,27.7,70,1.6,15.2,948.2
2021-07-02,24.7,85,23.8,16.1,949.3
2021-07-03,27.5,68,0.0,15.6,949.8
2021-07-04,28.1,64,0.0,15.6,949.7
2021-07-05,28.0,68,0.0,13.2,949.4
2021-07-06,27.5,76,0.9,12.8,948.6
2021-07-07,27.1,78,7.7,14.9,948.5
2021-07-08,24.4,92,19.4,16.0,948.6
2021-07-09,25.1,88,14.4,17.8,946.8
2021-07-10,25.3,84,5.2,13.9,945.4
2021-07-11,25.0,87,9.3,18.9,945.0
2021-07-12,24.9,85,14.1,18.4,945.1
2021-07-13,24.4,86,13.1,22.3,945.3
2021-07-14,24.3,86,4.5,26.7,945.3
2021-07-15,24.8,84,4.5,20.3,945.4
2021-07-16,25.2,85,5.0,9.9,948.2
2021-07-17,25.9,83,7.7,11.8,949.1
2021-07-18,25.7,85,9.2,12.3,947.5
2021-07-19,25.4,81,1.3,23.4,947.0
2021-07-20,25.5,78,1.6,28.1,948.7
2021-07-21,23.2,91,43.8,29.2,947.1
2021-07-22,22.9,91,39.3,28.8,943.4
2021-07-23,23.7,87,7.4,27.1,944.2
2021-07-24,25.7,77,0.2,28.1,946.0
2021-07-25,26.0,77,1.7,27.7,947.5
2021-07-26,26.4,72,0.0,30.9,948.1
2021-07-27,26.1,70,0.2,29.6,947.6
2021-07-28,25.9,70,0.1,31.0,948.3
2021-07-29,25.3,72,0.0,29.2,949.0
2021-07-30,25.3,75,0.5,29.5,949.5
2021-07-31,25.4,74,1.1,30.2,949.7
2021-08-01,25.3,73,0.4,30.6,948.9
2021-08-02,25.6,73,0.7,28.8,949.2
2021-08-03,25.7,72,0.3,26.8,950.6
2021-08-04,26.0,74,1.0,27.8,950.7
2021-08-05,25.9,74,2.6,24.5,948.9
2021-08-06,26.0,72,0.5,23.4,948.1
2021-08-07,26.5,70,0.0,18.8,949.2
2021-08-08,26.6,76,1.7,14.8,950.5
2021-08-09,26.9,75,1.2,13.2,950.9
2021-08-10,27.2,73,0.2,16.1,950.5
2021-08-11,27.5,69,0.3,18.9,950.5
2021-08-12,26.5,75,7.5,18.1,951.1
2021-08-13,26.0,76,0.4,16.7,950.0
2021-08-14,27.1,65,0.0,20.0,948.5
2021-08-15,26.3,73,2.2,20.5,948.8
2021-08-16,24.1,86,4.9,18.8,949.7
2021-08-17,23.2,94,22.5,16.7,949.3
2021-08-18,24.3,84,2.9,22.1,948.0
2021-08-19,25.3,77,0.9,25.9,947.9
2021-08-20,24.8,81,1.4,18.6,949.0
2021-08-21,24.5,85,6.1,11.0,950.9
2021-08-22,25.5,82,2.4,11.2,951.3
2021-08-23,26.2,76,0.6,10.9,951.2
2021-08-24,26.3,80,1.3,9.4,950.6
2021-08-25,25.9,83,2.9,12.0,949.5
2021-08-26,25.4,85,9.4,17.0,948.4
2021-08-27,25.4,84,6.1,12.4,948.1
2021-08-28,24.4,88,9.9,12.3,946.7
2021-08-29,24.9,85,3.0,15.5,945.6
2021-08-30,23.9,89,8.8,19.0,946.3
2021-08-31,24.5,86,10.2,19.3,947.9
2021-09-01,24.9,86,2.5,9.9,950.2
2021-09-02,25.0,86,3.1,11.0,949.7
2021-09-03,24.8,85,6.6,11.3,948.7
2021-09-04,24.4,87,9.9,15.6,948.4
2021-09-05,24.5,86,3.3,18.2,947.7
2021-09-06,23.3,91,9.3,18.5,947.1
2021-09-07,22.8,91,47.8,26.1,945.6
2021-09-08,25.1,79,3.9,29.3,948.2
2021-09-09,25.6,76,0.0,26.7,950.3
2021-09-10,25.5,77,0.2,23.3,949.9
2021-09-11,25.3,78,0.4,22.7,948.6
2021-09-12,25.5,79,1.2,24.9,946.9
2021-09-13,25.3,81,3.3,25.6,945.8
2021-09-14,25.2,81,2.1,25.5,946.7
2021-09-15,25.2,75,0.0,22.7,948.7
2021-09-16,24.9,74,0.0,20.5,949.3
2021-09-17,25.2,73,0.0,17.0,949.3
2021-09-18,25.2,74,0.0,13.7,950.9
2021-09-19,25.3,79,12.9,9.8,952.7
2021-09-20,24.7,87,14.9,12.7,951.4
2021-09-21,24.2,87,7.3,14.8,950.2
2021-09-22,24.1,88,4.9,19.8,948.4
2021-09-23,23.6,91,20.2,12.6,948.5
2021-09-24,25.1,83,1.8,14.4,949.8
2021-09-25,25.2,84,6.1,15.0,949.6
2021-09-26,24.5,84,6.5,15.1,947.4
2021-09-27,23.2,94,39.2,20.0,944.7
2021-09-28,24.2,84,9.0,25.5,946.6
2021-09-29,24.9,81,0.4,16.6,950.3
2021-09-30,25.3,84,4.6,9.5,951.8
2021-10-01,25.8,85,5.3,8.4,951.9
2021-10-02,25.7,83,2.8,9.4,952.1
2021-10-03,25.9,82,2.1,8.5,951.8
2021-10-04,25.9,84,5.1,9.3,951.0
2021-10-05,25.5,86,4.0,12.9,951.1
2021-10-06,25.2,85,2.1,18.0,950.6
2021-10-07,25.6,82,0.4,14.5,950.2
2021-10-08,25.5,86,12.4,10.0,950.3
2021-10-09,25.2,85,8.5,13.0,951.1
2021-10-10,25.1,85,4.6,13.6,951.0
2021-10-11,25.1,72,0.0,14.7,949.7
2021-10-12,25.1,64,0.0,9.5,949.6
2021-10-13,26.0,65,0.0,10.7,949.5
2021-10-14,26.3,66,0.0,11.6,948.9
2021-10-15,26.4,61,0.0,12.4,946.8
2021-10-16,24.1,86,11.6,15.0,946.3
2021-10-17,24.7,84,1.6,16.7,947.1
2021-10-18,26.1,69,0.0,17.1,949.4
2021-10-19,25.7,67,0.0,14.8,952.8
2021-10-20,25.3,62,0.0,10.1,955.1
2021-10-21,25.1,58,0.0,12.7,955.5
2021-10-22,25.1,57,0.0,9.6,955.7
2021-10-23,25.6,55,0.0,14.8,955.8
2021-10-24,25.0,61,0.0,11.4,955.8
2021-10-25,24.6,58,0.0,12.1,955.0
2021-10-26,23.9,55,0.0,14.2,954.1
2021-10-27,23.6,53,0.0,17.7,954.6
2021-10-28,24.1,56,0.0,14.7,954.8
2021-10-29,25.9,56,0.0,17.5,955.9
2021-10-30,25.4,68,1.0,16.0,956.6
2021-10-31,25.6,71,0.0,13.2,955.9
2021-11-01,24.4,73,0.1,12.6,955.1
2021-11-02,23.9,83,16.2,15.2,955.0
2021-11-03,23.9,82,1.4,17.3,955.0
2021-11-04,24.2,79,1.0,13.4,954.5
2021-11-05,24.0,75,0.0,16.2,954.3
2021-11-06,24.0,70,0.0,11.4,953.3
2021-11-07,23.3,59,0.0,13.0,953.2
2021-11-08,23.0,55,0.0,11.2,954.2
2021-11-09,23.1,50,0.0,16.1,954.5
2021-11-10,24.0,51,0.0,15.0,953.6
2021-11-11,22.8,59,3.9,14.2,951.9
2021-11-12,22.7,81,2.0,18.7,951.8
2021-11-13,24.0,84,1.2,14.0,952.1
2021-11-14,24.3,84,4.4,13.0,952.3
2021-11-15,24.9,81,1.0,16.2,951.3
2021-11-16,24.1,85,5.0,21.0,951.9
2021-11-17,23.9,85,1.8,17.7,953.5
2021-11-18,23.2,87,1.3,10.0,952.5
2021-11-19,22.4,91,4.9,20.9,950.3
2021-11-20,23.2,90,4.9,20.4,950.4
2021-11-21,23.6,88,3.8,20.3,953.0
2021-11-22,25.0,79,0.7,12.2,954.6
2021-11-23,24.9,79,1.0,7.4,954.1
2021-11-24,24.8,77,0.0,14.1,954.5
2021-11-25,24.4,72,0.0,10.5,955.1
2021-11-26,23.6,59,0.0,12.6,955.1
2021-11-27,23.2,59,0.0,14.6,955.3
2021-11-28,23.1,62,0.0,15.9,956.2
2021-11-29,22.5,81,0.3,15.0,956.8
2021-11-30,23.3,71,0.0,13.4,956.3
2021-12-01,23.0,69,0.0,12.8,955.2
2021-12-02,23.3,71,0.0,15.7,955.0
2021-12-03,23.6,67,0.0,12.6,955.0
2021-12-04,24.2,60,0.0,15.0,954.7
2021-12-05,24.3,57,0.0,10.2,954.7
2021-12-06,24.2,56,0.0,10.5,954.8
2021-12-07,25.0,57,0.0,13.1,955.8
2021-12-08,23.5,64,0.0,12.4,956.1
2021-12-09,23.7,71,0.7,10.9,957.6
2021-12-10,23.5,76,0.8,14.4,958.5
2021-12-11,23.6,71,0.1,12.6,958.0
2021-12-12,23.1,59,0.0,14.4,958.1
2021-12-13,22.5,67,0.0,11.6,957.2
2021-12-14,22.1,71,0.1,11.1,956.6
2021-12-15,21.2,56,0.0,11.2,956.9
2021-12-16,20.6,51,0.0,12.2,957.3
2021-12-17,20.4,52,0.0,13.6,957.8
2021-12-18,19.9,52,0.0,13.5,957.4
2021-12-19,19.7,60,0.0,11.3,958.1
2021-12-20,19.5,58,0.0,9.0,958.0
2021-12-21,19.6,53,0.0,8.3,957.4
2021-12-22,19.9,49,0.0,10.2,955.9
2021-12-23,21.6,46,0.0,8.0,955.6
2021-12-24,22.2,51,0.0,11.6,955.3
2021-12-25,22.1,59,0.0,9.7,955.7
2021-12-26,22.6,63,0.0,13.4,957.0
2021-12-27,22.5,68,0.0,11.2,957.8
2021-12-28,22.0,67,0.0,14.3,957.0
2021-12-29,21.4,67,0.0,11.7,956.6
2021-12-30,21.4,72,0.3,16.0,958.8
2021-12-31,21.7,70,0.0,13.8,960.0
2022-01-01,21.9,66,0.0,11.3,960.0
2022-01-02,21.3,66,0.0,9.5,958.5
2022-01-03,20.6,63,0.0,10.7,957.6
2022-01-04,20.4,64,0.0,11.9,957.6
2022-01-05,20.7,69,0.0,12.0,957.4
2022-01-06,20.8,68,0.0,14.4,956.4
2022-01-07,21.7,68,0.0,13.6,956.5
2022-01-08,22.0,73,0.3,16.3,956.8
2022-01-09,22.5,71,0.4,13.0,955.1
2022-01-10,21.4,80,3.0,11.7,955.5
2022-01-11,20.8,83,4.9,15.2,955.2
2022-01-12,20.2,84,1.5,12.6,954.8
2022-01-13,20.2,86,1.1,14.7,954.6
2022-01-14,21.5,78,1.2,17.7,954.3
2022-01-15,20.4,81,1.0,12.4,956.0
2022-01-16,20.6,78,0.1,14.8,957.6
2022-01-17,20.2,81,0.8,10.1,958.9
2022-01-18,20.9,68,0.0,8.2,957.6
2022-01-19,21.3,59,0.0,11.2,955.8
2022-01-20,21.7,58,0.0,10.3,953.6
2022-01-21,22.1,57,0.0,16.6,953.0
2022-01-22,22.8,53,0.0,15.1,951.6
2022-01-23,22.5,53,0.0,19.6,951.5
2022-01-24,20.7,53,0.0,11.4,952.4
2022-01-25,20.2,56,0.0,9.7,952.9
2022-01-26,20.8,55,0.0,12.0,953.9
2022-01-27,20.6,54,0.0,13.4,955.3
2022-01-28,19.3,48,0.0,12.0,956.5
2022-01-29,18.8,47,0.0,9.2,957.0
2022-01-30,20.4,46,0.0,10.1,955.4
2022-01-31,22.4,42,0.0,9.8,954.3
2022-02-01,23.0,44,0.0,10.4,953.5
2022-02-02,23.8,52,0.0,13.4,954.1
2022-02-03,23.7,58,0.0,17.5,952.7
2022-02-04,22.5,41,0.0,15.1,952.4
2022-02-05,21.3,44,0.0,11.0,953.8
2022-02-06,21.3,49,0.0,14.7,956.2
2022-02-07,23.1,63,0.0,9.9,956.3
2022-02-08,24.0,58,0.0,14.5,955.1
2022-02-09,24.0,60,0.0,16.0,954.9
2022-02-10,23.6,59,0.0,12.4,955.2
2022-02-11,23.6,57,0.0,14.2,955.9
2022-02-12,22.5,47,0.0,13.0,955.4
2022-02-13,21.6,45,0.0,12.8,953.9
2022-02-14,22.1,55,0.0,11.5,953.5
2022-02-15,23.4,59,0.0,14.9,953.4
2022-02-16,23.8,59,0.0,12.1,951.6
2022-02-17,24.5,48,0.0,16.6,951.1
2022-02-18,24.3,53,0.0,14.7,953.1
2022-02-19,24.4,44,0.0,13.0,954.6
2022-02-20,25.3,42,0.0,17.2,953.0
2022-02-21,24.9,43,0.0,12.0,952.4
2022-02-22,25.1,42,0.0,11.8,954.4
2022-02-23,24.3,57,0.0,13.3,956.8
2022-02-24,25.1,47,0.0,13.9,957.6
2022-02-25,25.4,39,0.0,15.5,956.6
2022-02-26,24.3,42,0.0,18.8,957.0
2022-02-27,24.8,43,0.0,15.8,957.0
2022-02-28,25.2,33,0.0,15.8,956.4
2022-03-01,26.1,30,0.0,13.1,956.3
2022-03-02,25.9,34,0.0,14.1,956.1
2022-03-03,26.0,33,0.0,15.8,955.8
2022-03-04,26.2,36,0.0,14.5,955.9
2022-03-05,26.3,37,0.0,13.0,955.0
2022-03-06,25.7,44,0.0,17.0,954.7
2022-03-07,25.9,45,0.0,14.0,955.0
2022-03-08,26.8,40,0.0,11.3,954.6
2022-03-09,27.6,34,0.0,12.5,954.1
2022-03-10,27.2,35,0.0,9.8,953.9
2022-03-11,27.7,38,0.0,11.6,953.8
2022-03-12,27.7,40,0.0,10.2,953.8
2022-03-13,27.7,36,0.0,15.0,953.8
2022-03-14,27.2,28,0.0,12.6,953.9
2022-03-15,27.8,26,0.0,13.9,952.2
2022-03-16,28.5,29,0.0,14.1,950.9
2022-03-17,29.1,27,0.0,15.1,950.1
2022-03-18,29.8,27,0.0,12.0,949.7
2022-03-19,29.1,40,0.0,13.6,949.7
2022-03-20,28.3,47,1.6,23.7,949.8
2022-03-21,29.9,41,0.0,18.2,950.5
2022-03-22,29.3,43,0.0,14.9,951.1
2022-03-23,29.6,36,0.0,13.2,950.7
2022-03-24,29.3,45,0.0,14.5,951.1
2022-03-25,29.5,48,0.0,15.9,952.0
2022-03-26,29.9,50,0.0,20.6,953.8
2022-03-27,30.3,45,0.0,14.7,953.9
2022-03-28,30.3,42,0.0,11.1,953.1
2022-03-29,30.4,34,0.0,11.7,951.7
2022-03-30,30.5,34,0.0,11.5,951.4
2022-03-31,30.7,35,0.0,12.3,951.7
2022-04-01,30.4,45,0.0,17.7,952.2
2022-04-02,30.4,51,0.0,13.3,953.3
2022-04-03,30.5,49,0.0,13.8,953.0
2022-04-04,31.0,43,0.0,15.7,953.6
2022-04-05,30.6,45,0.0,12.8,955.2
2022-04-06,30.5,43,0.0,13.1,955.2
2022-04-07,30.5,42,0.0,15.2,954.5
2022-04-08,30.9,40,0.0,14.5,953.3
2022-04-09,30.3,44,0.0,12.0,952.5
2022-04-10,30.5,45,0.0,14.1,951.9
2022-04-11,30.5,43,0.0,16.7,951.5
2022-04-12,31.1,39,0.0,17.1,950.6
2022-04-13,30.7,38,0.0,16.1,950.4
2022-04-14,31.2,43,0.0,13.6,950.3
2022-04-15,30.5,47,2.7,27.7,950.2
2022-04-16,31.2,39,0.0,17.4,949.6
2022-04-17,30.3,43,0.0,21.8,950.5
2022-04-18,31.1,41,0.0,12.0,952.2
2022-04-19,31.5,36,0.0,13.7,953.0
2022-04-20,32.0,34,0.0,15.0,951.3
2022-04-21,30.8,46,0.6,11.8,950.8
2022-04-22,29.2,58,0.1,27.9,952.4
2022-04-23,29.4,55,0.0,9.1,952.8
2022-04-24,30.0,44,0.1,15.9,951.9
2022-04-25,31.3,41,0.0,13.0,950.7
2022-04-26,30.7,44,0.0,11.3,951.1
2022-04-27,31.3,41,0.0,13.3,950.9
2022-04-28,31.6,39,0.0,9.4,951.4
2022-04-29,31.6,38,0.0,13.8,951.3
2022-04-30,32.0,37,0.0,13.8,949.6
2022-05-01,32.0,32,0.0,12.7,948.0
2022-05-02,32.1,31,0.0,19.0,948.4
2022-05-03,32.1,39,0.0,18.6,949.3
2022-05-04,30.2,60,1.9,19.6,951.4
2022-05-05,31.1,48,0.0,12.1,950.6
2022-05-06,32.1,37,0.0,21.0,949.7
2022-05-07,31.6,43,0.0,14.7,949.3
2022-05-08,31.4,41,0.0,23.6,948.1
2022-05-09,31.7,39,0.0,18.0,945.9
2022-05-10,30.9,42,0.0,21.5,944.4
2022-05-11,27.3,68,6.4,12.3,945.1
2022-05-12,28.5,68,0.2,14.1,946.5
2022-05-13,29.7,64,0.6,15.0,946.7
2022-05-14,31.4,56,0.1,14.0,947.2
2022-05-15,31.4,56,0.1,15.1,948.3
2022-05-16,30.8,61,0.0,14.1,948.5
2022-05-17,29.3,66,1.2,20.6,947.7
2022-05-18,28.9,68,0.5,17.8,948.2
2022-05-19,27.6,73,2.9,13.1,948.6
2022-05-20,27.8,72,3.6,15.6,948.4
2022-05-21,28.3,62,0.0,20.6,947.4
2022-05-22,29.0,55,0.0,25.7,946.1
2022-05-23,29.8,52,0.0,23.4,946.4
2022-05-24,30.8,49,0.0,20.9,948.6
2022-05-25,30.8,47,0.0,15.8,950.5
2022-05-26,30.4,49,0.3,21.0,950.2
2022-05-27,30.3,46,0.1,18.4,949.6
2022-05-28,30.7,42,0.0,20.8,948.6
2022-05-29,31.4,40,0.0,22.5,948.5
2022-05-30,31.7,42,0.0,19.5,948.1
2022-05-31,29.0,58,1.1,20.2,947.6
2022-06-01,29.3,59,8.2,20.8,947.7
2022-06-02,31.0,51,0.0,25.9,947.4
2022-06-03,31.3,49,0.0,20.8,947.3
2022-06-04,32.3,41,0.0,20.6,947.4
2022-06-05,31.7,43,0.0,15.8,947.0
2022-06-06,30.9,49,0.8,19.3,948.1
2022-06-07,30.6,53,0.4,22.0,947.6
2022-06-08,29.8,55,0.0,20.2,947.6
2022-06-09,30.2,54,0.5,18.8,947.6
2022-06-10,30.4,53,0.0,17.8,948.4
2022-06-11,29.4,58,0.0,18.5,949.1
2022-06-12,29.2,59,0.4,16.1,949.3
2022-06-13,29.5,56,0.5,16.2,950.4
2022-06-14,28.7,62,0.7,16.6,950.0
2022-06-15,26.8,75,11.5,15.0,949.4
2022-06-16,27.0,75,7.8,13.5,949.4
2022-06-17,27.8,69,1.0,12.7,949.2
2022-06-18,27.7,70,3.8,10.2,949.4
2022-06-19,27.3,72,1.6,14.8,949.4
2022-06-20,27.3,69,1.8,23.4,948.0
2022-06-21,26.4,75,10.7,18.8,946.7
2022-06-22,26.7,72,0.3,16.9,948.0
2022-06-23,27.8,66,0.2,16.6,949.0
2022-06-24,27.8,64,0.1,19.2,948.1
2022-06-25,26.4,70,6.5,22.0,946.0
2022-06-26,24.8,82,23.6,21.4,946.4
2022-06-27,24.9,81,12.7,21.5,948.2
2022-06-28,25.7,76,7.9,23.8,948.1
2022-06-29,26.9,72,1.1,21.3,946.7
2022-06-30,26.4,76,2.6,20.2,946.3
2022-07-01,26.5,76,0.6,21.4,946.8
2022-07-02,26.7,73,2.9,22.8,945.9
2022-07-03,26.7,73,3.6,20.3,945.9
2022-07-04,25.4,79,6.1,22.0,945.7
2022-07-05,24.5,85,10.0,23.2,944.6
2022-07-06,23.7,90,20.3,19.6,946.2
2022-07-07,24.7,84,21.0,23.9,947.9
2022-07-08,23.1,91,27.4,22.7,946.6
2022-07-09,22.7,92,55.8,27.0,944.2
2022-07-10,22.5,91,39.9,29.8,944.5
2022-07-11,23.5,84,10.5,37.9,945.8
